League;Date;Get;Pay;Value;Confidence
Delve;2018-09-21;Master Cartographer's Sextant;Chaos Orb;3.5;High
Delve;2018-09-22;Master Cartographer's Sextant;Chaos Orb;3.5;High
Delve;2018-09-23;Master Cartographer's Sextant;Chaos Orb;3.5;High
Delve;2018-09-24;Master Cartographer's Sextant;Chaos Orb;3.5;High
Delve;2018-09-25;Master Cartographer's Sextant;Chaos Orb;3.5;High
Delve;2018-09-26;Master Cartographer's Sextant;Chaos Orb;3.5;High
Delve;2018-09-27;Master Cartographer's Sextant;Chaos Orb;3.5;High
Delve;2018-09-28;Master Cartographer's Sextant;Chaos Orb;3.84809;High
Delve;2018-09-29;Master Cartographer's Sextant;Chaos Orb;3.9;High
Delve;2018-09-30;Master Cartographer's Sextant;Chaos Orb;3.9;High
Delve;2018-10-01;Master Cartographer's Sextant;Chaos Orb;3.9;High
Delve;2018-10-02;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-03;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-04;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-05;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-06;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-07;Master Cartographer's Sextant;Chaos Orb;3.95534;High
Delve;2018-10-08;Master Cartographer's Sextant;Chaos Orb;3.95;High
Delve;2018-10-09;Master Cartographer's Sextant;Chaos Orb;3.95833;High
Delve;2018-10-10;Master Cartographer's Sextant;Chaos Orb;3.96;High
Delve;2018-10-11;Master Cartographer's Sextant;Chaos Orb;3.96;High
Delve;2018-10-12;Master Cartographer's Sextant;Chaos Orb;3.95;High
Delve;2018-10-13;Master Cartographer's Sextant;Chaos Orb;3.94505;High
Delve;2018-10-14;Master Cartographer's Sextant;Chaos Orb;3.95;High
Delve;2018-10-15;Master Cartographer's Sextant;Chaos Orb;3.96;High
Delve;2018-10-16;Master Cartographer's Sextant;Chaos Orb;3.96103;High
Delve;2018-10-17;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-18;Master Cartographer's Sextant;Chaos Orb;3.96;High
Delve;2018-10-19;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-20;Master Cartographer's Sextant;Chaos Orb;3.96;High
Delve;2018-10-21;Master Cartographer's Sextant;Chaos Orb;3.96;High
Delve;2018-10-22;Master Cartographer's Sextant;Chaos Orb;3.96;High
Delve;2018-10-23;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-24;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-25;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-26;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-27;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-10-28;Master Cartographer's Sextant;Chaos Orb;4.5;High
Delve;2018-10-29;Master Cartographer's Sextant;Chaos Orb;4.5;High
Delve;2018-10-30;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-10-31;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-11-01;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-11-02;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-11-03;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-11-04;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-11-05;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-11-06;Master Cartographer's Sextant;Chaos Orb;5;High
Delve;2018-11-07;Master Cartographer's Sextant;Chaos Orb;4.88938;High
Delve;2018-11-08;Master Cartographer's Sextant;Chaos Orb;4.77149;High
Delve;2018-11-09;Master Cartographer's Sextant;Chaos Orb;4.5;High
Delve;2018-11-10;Master Cartographer's Sextant;Chaos Orb;4.5;High
Delve;2018-11-11;Master Cartographer's Sextant;Chaos Orb;4.5;High
Delve;2018-11-12;Master Cartographer's Sextant;Chaos Orb;4.5;High
Delve;2018-11-13;Master Cartographer's Sextant;Chaos Orb;4.5;High
Delve;2018-11-14;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-15;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-16;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-17;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-18;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-19;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-20;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-21;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-22;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-23;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-24;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-25;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-26;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-27;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-28;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-29;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-11-30;Master Cartographer's Sextant;Chaos Orb;4;High
Delve;2018-12-01;Master Cartographer's Sextant;Chaos Orb;3.20621;High
Delve;2018-12-02;Master Cartographer's Sextant;Chaos Orb;3.49003;High
Delve;2018-12-03;Master Cartographer's Sextant;Chaos Orb;3.8025;High
Delve;2018-09-01;Chaos Orb;Splinter of Chayula;2.03617;Low
Delve;2018-09-02;Chaos Orb;Splinter of Chayula;1.58462;Low
Delve;2018-09-03;Chaos Orb;Splinter of Chayula;1.47796;Medium
Delve;2018-09-04;Chaos Orb;Splinter of Chayula;0.63836;High
Delve;2018-09-05;Chaos Orb;Splinter of Chayula;0.54545;High
Delve;2018-09-06;Chaos Orb;Splinter of Chayula;0.53909;High
Delve;2018-09-07;Chaos Orb;Splinter of Chayula;0.55155;High
Delve;2018-09-08;Chaos Orb;Splinter of Chayula;0.5;High
Delve;2018-09-09;Chaos Orb;Splinter of Chayula;0.5;High
Delve;2018-09-10;Chaos Orb;Splinter of Chayula;0.5;High
Delve;2018-09-11;Chaos Orb;Splinter of Chayula;0.49266;High
Delve;2018-09-12;Chaos Orb;Splinter of Chayula;0.49341;High
Delve;2018-09-13;Chaos Orb;Splinter of Chayula;0.48599;High
Delve;2018-09-14;Chaos Orb;Splinter of Chayula;0.49721;High
Delve;2018-09-15;Chaos Orb;Splinter of Chayula;0.49809;High
Delve;2018-09-16;Chaos Orb;Splinter of Chayula;0.5;High
Delve;2018-09-17;Chaos Orb;Splinter of Chayula;0.5;High
Delve;2018-09-18;Chaos Orb;Splinter of Chayula;0.5157;High
Delve;2018-09-19;Chaos Orb;Splinter of Chayula;0.55556;High
Delve;2018-09-20;Chaos Orb;Splinter of Chayula;0.55556;High
Delve;2018-09-21;Chaos Orb;Splinter of Chayula;0.55556;High
Delve;2018-09-22;Chaos Orb;Splinter of Chayula;0.55556;High
Delve;2018-09-23;Chaos Orb;Splinter of Chayula;0.55556;High
Delve;2018-09-24;Chaos Orb;Splinter of Chayula;0.58824;High
Delve;2018-09-25;Chaos Orb;Splinter of Chayula;0.58824;High
Delve;2018-09-26;Chaos Orb;Splinter of Chayula;0.62234;High
Delve;2018-09-27;Chaos Orb;Splinter of Chayula;0.65764;High
Delve;2018-09-28;Chaos Orb;Splinter of Chayula;0.66111;High
Delve;2018-09-29;Chaos Orb;Splinter of Chayula;0.66667;High
Delve;2018-09-30;Chaos Orb;Splinter of Chayula;0.66667;High
Delve;2018-10-01;Chaos Orb;Splinter of Chayula;0.6584;High
Delve;2018-10-02;Chaos Orb;Splinter of Chayula;0.66667;High
Delve;2018-10-03;Chaos Orb;Splinter of Chayula;0.65272;High
Delve;2018-10-04;Chaos Orb;Splinter of Chayula;0.66667;High
Delve;2018-10-05;Chaos Orb;Splinter of Chayula;0.66667;High
Delve;2018-10-06;Chaos Orb;Splinter of Chayula;0.74507;High
Delve;2018-10-07;Chaos Orb;Splinter of Chayula;0.76584;High
Delve;2018-10-08;Chaos Orb;Splinter of Chayula;0.73414;High
Delve;2018-10-09;Chaos Orb;Splinter of Chayula;0.69065;High
Delve;2018-10-10;Chaos Orb;Splinter of Chayula;0.68386;High
Delve;2018-10-11;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-10-12;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-10-13;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-10-14;Chaos Orb;Splinter of Chayula;0.74747;High
Delve;2018-10-15;Chaos Orb;Splinter of Chayula;0.76711;High
Delve;2018-10-16;Chaos Orb;Splinter of Chayula;0.6999;High
Delve;2018-10-17;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-18;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-19;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-20;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-21;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-22;Chaos Orb;Splinter of Chayula;0.7137;High
Delve;2018-10-23;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-24;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-25;Chaos Orb;Splinter of Chayula;0.71429;High
Delve;2018-10-26;Chaos Orb;Splinter of Chayula;0.71983;High
Delve;2018-10-27;Chaos Orb;Splinter of Chayula;0.75863;High
Delve;2018-10-28;Chaos Orb;Splinter of Chayula;0.75075;High
Delve;2018-10-29;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-10-30;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-10-31;Chaos Orb;Splinter of Chayula;0.76874;High
Delve;2018-11-01;Chaos Orb;Splinter of Chayula;0.73424;High
Delve;2018-11-02;Chaos Orb;Splinter of Chayula;0.71995;High
Delve;2018-11-03;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-04;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-05;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-06;Chaos Orb;Splinter of Chayula;0.7937;High
Delve;2018-11-07;Chaos Orb;Splinter of Chayula;0.79552;High
Delve;2018-11-08;Chaos Orb;Splinter of Chayula;0.78985;High
Delve;2018-11-09;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-10;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-11;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-12;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-13;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-14;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-15;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-16;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-17;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-18;Chaos Orb;Splinter of Chayula;0.76923;High
Delve;2018-11-19;Chaos Orb;Splinter of Chayula;0.77002;High
Delve;2018-11-20;Chaos Orb;Splinter of Chayula;0.7784;High
Delve;2018-11-21;Chaos Orb;Splinter of Chayula;0.77923;High
Delve;2018-11-22;Chaos Orb;Splinter of Chayula;0.8;High
Delve;2018-11-23;Chaos Orb;Splinter of Chayula;0.8;High
Delve;2018-11-24;Chaos Orb;Splinter of Chayula;0.7782;High
Delve;2018-11-25;Chaos Orb;Splinter of Chayula;0.8;High
Delve;2018-11-26;Chaos Orb;Splinter of Chayula;0.8;High
Delve;2018-11-27;Chaos Orb;Splinter of Chayula;0.8;High
Delve;2018-11-28;Chaos Orb;Splinter of Chayula;0.79696;High
Delve;2018-11-29;Chaos Orb;Splinter of Chayula;0.8266;High
Delve;2018-11-30;Chaos Orb;Splinter of Chayula;0.83897;Medium
Delve;2018-12-01;Chaos Orb;Splinter of Chayula;0.83551;Medium
Delve;2018-12-02;Chaos Orb;Splinter of Chayula;0.82449;Medium
Delve;2018-12-03;Chaos Orb;Splinter of Chayula;0.82449;Medium
Delve;2018-09-01;Harbinger's Orb;Chaos Orb;11.96397;High
Delve;2018-09-02;Harbinger's Orb;Chaos Orb;8;High
Delve;2018-09-03;Harbinger's Orb;Chaos Orb;11.90044;High
Delve;2018-09-04;Harbinger's Orb;Chaos Orb;12;High
Delve;2018-09-05;Harbinger's Orb;Chaos Orb;12;High
Delve;2018-09-06;Harbinger's Orb;Chaos Orb;14;High
Delve;2018-09-07;Harbinger's Orb;Chaos Orb;14;High
Delve;2018-09-08;Harbinger's Orb;Chaos Orb;14;High
Delve;2018-09-09;Harbinger's Orb;Chaos Orb;13.04011;High
Delve;2018-09-10;Harbinger's Orb;Chaos Orb;13.36865;High
Delve;2018-09-11;Harbinger's Orb;Chaos Orb;15;High
Delve;2018-09-12;Harbinger's Orb;Chaos Orb;15;High
Delve;2018-09-13;Harbinger's Orb;Chaos Orb;15;High
Delve;2018-09-14;Harbinger's Orb;Chaos Orb;17;High
Delve;2018-09-15;Harbinger's Orb;Chaos Orb;16;High
Delve;2018-09-16;Harbinger's Orb;Chaos Orb;15;High
Delve;2018-09-17;Harbinger's Orb;Chaos Orb;16.0025;High
Delve;2018-09-18;Harbinger's Orb;Chaos Orb;17;High
Delve;2018-09-19;Harbinger's Orb;Chaos Orb;17;High
Delve;2018-09-20;Harbinger's Orb;Chaos Orb;17;High
Delve;2018-09-21;Harbinger's Orb;Chaos Orb;16.92;High
Delve;2018-09-22;Harbinger's Orb;Chaos Orb;16.5861;High
Delve;2018-09-23;Harbinger's Orb;Chaos Orb;16;High
Delve;2018-09-24;Harbinger's Orb;Chaos Orb;17;High
Delve;2018-09-25;Harbinger's Orb;Chaos Orb;17;High
Delve;2018-09-26;Harbinger's Orb;Chaos Orb;18;High
Delve;2018-09-27;Harbinger's Orb;Chaos Orb;18;High
Delve;2018-09-28;Harbinger's Orb;Chaos Orb;19;High
Delve;2018-09-29;Harbinger's Orb;Chaos Orb;19;High
Delve;2018-09-30;Harbinger's Orb;Chaos Orb;19;High
Delve;2018-10-01;Harbinger's Orb;Chaos Orb;19.5907;High
Delve;2018-10-02;Harbinger's Orb;Chaos Orb;19;High
Delve;2018-10-03;Harbinger's Orb;Chaos Orb;19.12852;High
Delve;2018-10-04;Harbinger's Orb;Chaos Orb;20;High
Delve;2018-10-05;Harbinger's Orb;Chaos Orb;20;High
Delve;2018-10-06;Harbinger's Orb;Chaos Orb;21;High
Delve;2018-10-07;Harbinger's Orb;Chaos Orb;20;High
Delve;2018-10-08;Harbinger's Orb;Chaos Orb;20;High
Delve;2018-10-09;Harbinger's Orb;Chaos Orb;20;High
Delve;2018-10-10;Harbinger's Orb;Chaos Orb;20;High
Delve;2018-10-11;Harbinger's Orb;Chaos Orb;20;High
Delve;2018-10-12;Harbinger's Orb;Chaos Orb;22;High
Delve;2018-10-13;Harbinger's Orb;Chaos Orb;22;High
Delve;2018-10-14;Harbinger's Orb;Chaos Orb;22;High
Delve;2018-10-15;Harbinger's Orb;Chaos Orb;24;High
Delve;2018-10-16;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-17;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-18;Harbinger's Orb;Chaos Orb;25.68182;High
Delve;2018-10-19;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-20;Harbinger's Orb;Chaos Orb;24;High
Delve;2018-10-21;Harbinger's Orb;Chaos Orb;23;High
Delve;2018-10-22;Harbinger's Orb;Chaos Orb;23;High
Delve;2018-10-23;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-24;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-25;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-26;Harbinger's Orb;Chaos Orb;24;High
Delve;2018-10-27;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-28;Harbinger's Orb;Chaos Orb;24;High
Delve;2018-10-29;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-30;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-10-31;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-11-01;Harbinger's Orb;Chaos Orb;26.9604;High
Delve;2018-11-02;Harbinger's Orb;Chaos Orb;27.20748;High
Delve;2018-11-03;Harbinger's Orb;Chaos Orb;28;High
Delve;2018-11-04;Harbinger's Orb;Chaos Orb;29;High
Delve;2018-11-05;Harbinger's Orb;Chaos Orb;30;High
Delve;2018-11-06;Harbinger's Orb;Chaos Orb;29;High
Delve;2018-11-07;Harbinger's Orb;Chaos Orb;29;High
Delve;2018-11-08;Harbinger's Orb;Chaos Orb;29;High
Delve;2018-11-09;Harbinger's Orb;Chaos Orb;30;High
Delve;2018-11-10;Harbinger's Orb;Chaos Orb;30;High
Delve;2018-11-11;Harbinger's Orb;Chaos Orb;29;High
Delve;2018-11-12;Harbinger's Orb;Chaos Orb;28;High
Delve;2018-11-13;Harbinger's Orb;Chaos Orb;27.9379;High
Delve;2018-11-14;Harbinger's Orb;Chaos Orb;28;High
Delve;2018-11-15;Harbinger's Orb;Chaos Orb;28.9949;High
Delve;2018-11-16;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-11-17;Harbinger's Orb;Chaos Orb;28;High
Delve;2018-11-18;Harbinger's Orb;Chaos Orb;28;High
Delve;2018-11-19;Harbinger's Orb;Chaos Orb;27;High
Delve;2018-11-20;Harbinger's Orb;Chaos Orb;26;High
Delve;2018-11-21;Harbinger's Orb;Chaos Orb;26;High
Delve;2018-11-22;Harbinger's Orb;Chaos Orb;27;High
Delve;2018-11-23;Harbinger's Orb;Chaos Orb;27.00105;High
Delve;2018-11-24;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-11-25;Harbinger's Orb;Chaos Orb;24;High
Delve;2018-11-26;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-11-27;Harbinger's Orb;Chaos Orb;24.19238;High
Delve;2018-11-28;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-11-29;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-11-30;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-12-01;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-12-02;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-12-03;Harbinger's Orb;Chaos Orb;25;High
Delve;2018-09-01;Blessing of Tul;Chaos Orb;48.2;Low
Delve;2018-09-02;Blessing of Tul;Chaos Orb;40;Low
Delve;2018-09-03;Blessing of Tul;Chaos Orb;37.621;Low
Delve;2018-09-04;Blessing of Tul;Chaos Orb;45.84622;Medium
Delve;2018-09-05;Blessing of Tul;Chaos Orb;38.48864;High
Delve;2018-09-06;Blessing of Tul;Chaos Orb;26.63474;High
Delve;2018-09-07;Blessing of Tul;Chaos Orb;19.97396;High
Delve;2018-09-08;Blessing of Tul;Chaos Orb;14.81669;High
Delve;2018-09-09;Blessing of Tul;Chaos Orb;9;High
Delve;2018-09-10;Blessing of Tul;Chaos Orb;7;High
Delve;2018-09-11;Blessing of Tul;Chaos Orb;5;High
Delve;2018-09-12;Blessing of Tul;Chaos Orb;5;High
Delve;2018-09-13;Blessing of Tul;Chaos Orb;4;High
Delve;2018-09-14;Blessing of Tul;Chaos Orb;4;High
Delve;2018-09-15;Blessing of Tul;Chaos Orb;4;High
Delve;2018-09-16;Blessing of Tul;Chaos Orb;4;High
Delve;2018-09-17;Blessing of Tul;Chaos Orb;4;High
Delve;2018-09-18;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-19;Blessing of Tul;Chaos Orb;3.67;High
Delve;2018-09-20;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-21;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-22;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-23;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-24;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-25;Blessing of Tul;Chaos Orb;2;High
Delve;2018-09-26;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-27;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-28;Blessing of Tul;Chaos Orb;3;High
Delve;2018-09-29;Blessing of Tul;Chaos Orb;2.5;High
Delve;2018-09-30;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-01;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-02;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-03;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-04;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-05;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-06;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-07;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-08;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-09;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-10;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-11;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-12;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-13;Blessing of Tul;Chaos Orb;2.80153;High
Delve;2018-10-14;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-15;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-16;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-17;Blessing of Tul;Chaos Orb;2.90548;High
Delve;2018-10-18;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-19;Blessing of Tul;Chaos Orb;3;High
Delve;2018-10-20;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-21;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-22;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-23;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-24;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-25;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-26;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-27;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-28;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-29;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-30;Blessing of Tul;Chaos Orb;2;High
Delve;2018-10-31;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-01;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-02;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-03;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-04;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-05;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-06;Blessing of Tul;Chaos Orb;2.25269;High
Delve;2018-11-07;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-08;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-09;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-10;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-11;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-12;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-13;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-14;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-15;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-16;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-17;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-18;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-19;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-20;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-21;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-22;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-23;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-24;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-25;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-26;Blessing of Tul;Chaos Orb;1.9893;High
Delve;2018-11-27;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-28;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-29;Blessing of Tul;Chaos Orb;2;High
Delve;2018-11-30;Blessing of Tul;Chaos Orb;2;High
Delve;2018-12-01;Blessing of Tul;Chaos Orb;2;High
Delve;2018-12-02;Blessing of Tul;Chaos Orb;2;High
Delve;2018-12-03;Blessing of Tul;Chaos Orb;2;High
Delve;2018-09-01;Chaos Orb;Armourer's Scrap;53.13402;Low
Delve;2018-09-02;Chaos Orb;Armourer's Scrap;50;Low
Delve;2018-09-03;Chaos Orb;Armourer's Scrap;47.575;Medium
Delve;2018-09-04;Chaos Orb;Armourer's Scrap;47.23145;High
Delve;2018-09-05;Chaos Orb;Armourer's Scrap;48;High
Delve;2018-09-06;Chaos Orb;Armourer's Scrap;48.76522;High
Delve;2018-09-07;Chaos Orb;Armourer's Scrap;46.902;High
Delve;2018-09-08;Chaos Orb;Armourer's Scrap;44;High
Delve;2018-09-09;Chaos Orb;Armourer's Scrap;44;High
Delve;2018-09-10;Chaos Orb;Armourer's Scrap;44;High
Delve;2018-09-11;Chaos Orb;Armourer's Scrap;43.77985;High
Delve;2018-09-12;Chaos Orb;Armourer's Scrap;44;High
Delve;2018-09-13;Chaos Orb;Armourer's Scrap;44;High
Delve;2018-09-14;Chaos Orb;Armourer's Scrap;44.72245;High
Delve;2018-09-15;Chaos Orb;Armourer's Scrap;43.34219;High
Delve;2018-09-16;Chaos Orb;Armourer's Scrap;43.88889;High
Delve;2018-09-17;Chaos Orb;Armourer's Scrap;44.66067;High
Delve;2018-09-18;Chaos Orb;Armourer's Scrap;42.41938;High
Delve;2018-09-19;Chaos Orb;Armourer's Scrap;47.5816;High
Delve;2018-09-20;Chaos Orb;Armourer's Scrap;46.32747;High
Delve;2018-09-21;Chaos Orb;Armourer's Scrap;46.30337;High
Delve;2018-09-22;Chaos Orb;Armourer's Scrap;45;High
Delve;2018-09-23;Chaos Orb;Armourer's Scrap;47.0681;High
Delve;2018-09-24;Chaos Orb;Armourer's Scrap;45.51512;High
Delve;2018-09-25;Chaos Orb;Armourer's Scrap;45.52174;High
Delve;2018-09-26;Chaos Orb;Armourer's Scrap;48.019;High
Delve;2018-09-27;Chaos Orb;Armourer's Scrap;45;High
Delve;2018-09-28;Chaos Orb;Armourer's Scrap;45.31915;High
Delve;2018-09-29;Chaos Orb;Armourer's Scrap;46.13;High
Delve;2018-09-30;Chaos Orb;Armourer's Scrap;47.93106;High
Delve;2018-10-01;Chaos Orb;Armourer's Scrap;48;High
Delve;2018-10-02;Chaos Orb;Armourer's Scrap;47;High
Delve;2018-10-03;Chaos Orb;Armourer's Scrap;46.30899;High
Delve;2018-10-04;Chaos Orb;Armourer's Scrap;46;High
Delve;2018-10-05;Chaos Orb;Armourer's Scrap;45;High
Delve;2018-10-06;Chaos Orb;Armourer's Scrap;44.8;High
Delve;2018-10-07;Chaos Orb;Armourer's Scrap;44.94495;High
Delve;2018-10-08;Chaos Orb;Armourer's Scrap;44.9812;High
Delve;2018-10-09;Chaos Orb;Armourer's Scrap;44.8;High
Delve;2018-10-10;Chaos Orb;Armourer's Scrap;44;High
Delve;2018-10-11;Chaos Orb;Armourer's Scrap;44.7894;High
Delve;2018-10-12;Chaos Orb;Armourer's Scrap;46.88667;High
Delve;2018-10-13;Chaos Orb;Armourer's Scrap;46.50612;High
Delve;2018-10-14;Chaos Orb;Armourer's Scrap;46.434;High
Delve;2018-10-15;Chaos Orb;Armourer's Scrap;45.44848;High
Delve;2018-10-16;Chaos Orb;Armourer's Scrap;45.50426;High
Delve;2018-10-17;Chaos Orb;Armourer's Scrap;48.35173;High
